cluster,ref,SimbadName,ra,ra_error,dec,dec_error,GLON,GLAT,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,ruwe,N_dr3,radial_velocity_error,radial_velocity_med,radial_velocity_std,rv_nb_transits,N_apogee,vhelio_avg,verr,vscatter,vhelio_avg_med,vhelio_avg_std,nvisits_apogee,N_rv_weighted,rv_weighted,rv_weighted_error,rv_weighted_med,rv_weighted_std,NF_VRAD_FLAG,N_ges,VRAD,E_VRAD,VRAD_med,VRAD_std,N_galah,rv_galah,e_rv_galah,rv_galah_med,rv_galah_std,N_rave,HRV,e_HRV,HRV_med,HRV_std,N_X,X,X_std,N_Y,Y,Y_std,N_Z,Z,Z_std,N_U,U,U_std,N_V,V,V_std,N_W,W,W_std,vx,vy,vz,age_myr,N_tot,l,b,rv_lsr,rv_lsr_m_s,d_to_rw
Theia_58,He+2022,,120.504244502512,0.0458366934458414,-31.122723382140613,0.0567478879292806,248.26632596863035,-0.2735446529114541,-8.912594291953518,0.0614235750834147,5.535214079377095,0.0740167045593261,2.034276008130991,0.0686999575297037,1.6964671834309897,61,3.74341070456583,28.05764389038086,12.785958681020176,22.901639344262296,0,,,,,,,61,29.05852129029446,3.743410557019906,28.05764389038086,12.785958681020167,,0,,,,,0,,,,,0,,,,,150,-182.36617476848045,10.086179222846766,150,-457.413555591946,19.65083531359809,150,-2.3849704139951178,4.231865909481134,61,-31.29525169317289,5.440815150106159,61,-18.761938730581345,11.651527870458418,61,-10.789367547547876,1.570761690941062,-20.19525169317289,-6.521938730581345,-3.539367547547876,31.6227766016838,150,248.263328304122,-0.2774981978894625,13.554321334137464,13554.321334137465,339.0657977350976
NGC_2451A,CantatGaudin+2020,NGC 2451A,115.7755054281105,0.0333156556881446,-38.26279375991402,0.039239148719073,252.4485027240812,-7.252609490927901,-21.069992779667064,0.0447136858798946,15.359710015503628,0.0496654798617175,5.199592370317118,0.0428121197979976,1.1602281645345545,108,4.607333430537471,23.36090469360352,29.41205591600819,18.03703703703704,0,,,,,,,126,23.53148966327838,3.3739533543058986,23.31522168719489,21.66704437619161,2.5,34,23.12470559512868,0.629117629107307,23.299999237060547,1.4585534392618569,0,,,,,3,24.831666666666667,2.885333333333333,20.479,15.162030851952371,331,-57.56336677473789,4.214718601563739,331,-181.94034617966005,4.2738869427293205,331,-24.281446917876384,2.7848995863620147,126,-27.24807121868688,6.188246408309487,126,-14.544940005186858,20.570989524741496,126,-12.856120010932232,2.8988525025465868,-16.14807121868688,-2.3049400051868574,-5.606120010932232,35.48135450617082,331,252.4433611344814,-7.251445024589282,7.719704919503206,7719.704919503206,273.5029197659218
Trumpler_10,CantatGaudin+2020,Cl Trumpler 10,131.96840289605237,0.0276825530729055,-42.60461961840424,0.0313851254867588,262.908852261484,0.5667900868210983,-12.505036013258318,0.0367011029163455,6.595698492486007,0.0398554596500872,2.3169731806037213,0.0354025120637854,1.0705917946605723,219,4.172669293129281,21.27318382263184,14.500792970515477,20.926940639269407,0,,,,,,,228,19.8576907615038,3.977573733237376,21.26317024230957,14.252530306890112,2.5,12,20.468334197998047,0.3808333079020182,21.48500061035156,4.943429712855303,0,,,,,0,,,,,441,-53.33047360233613,7.625423253926302,441,-428.51473280712776,11.807757345690383,441,4.281179917430305,4.908798846481691,228,-28.80583651203781,1.971573332943917,228,-16.50098528326367,14.133973186226246,228,-11.134128018701418,0.7994312986393741,-17.705836512037813,-4.26098528326367,-3.8841280187014178,32.359382746997106,441,262.9057746247321,0.5680264305743458,6.376239949543723,6376.239949543723,422.46534432476346
CWNU_1016,He+2022,,167.07121145260993,0.0413092442921229,-59.376014561767846,0.0388986042567661,290.12145391138347,0.9007137136455252,-15.249668710493731,0.0529840128762381,-0.9227799819297212,0.0491223471505301,2.386328738814638,0.0485997710909162,1.285041264125279,16,4.793229579925537,5.834115028381348,7.649130769593746,13.4375,0,,,,,,,16,3.87732465704958,3.569048358065783,6.533735303530568,7.497064527050048,,4,7.829999923706055,0.3949999809265136,7.815000057220459,0.6600379435874566,0,,,,,0,,,,,35,144.2626318082137,6.982381595923074,35,-393.6361375151395,10.129643447313295,35,6.550810322420512,5.336280406266841,16,-24.10178661342787,2.579031551183889,16,-13.200260398420795,7.055915971872006,16,-13.621787293227896,1.89886537335896,-13.00178661342787,-0.9602603984207948,-6.3717872932278965,50.11870135142811,35,290.1272421637599,0.8952017351133504,-3.671490997706289,-3671.490997706289,559.1975148690052
CWNU_1020,He+2022,,134.84921411099285,0.047831896812685,-54.90028628054986,0.0488770854088567,273.57562058100086,-5.867046994348558,-10.481423794949007,0.0635949603972896,7.791442477018236,0.0606568282650363,2.288638514412789,0.0531298114407447,1.3024015118998866,49,4.186124217753508,14.38376522064209,14.169608190469196,20.632653061224488,0,,,,,,,49,12.1084463766643,4.186124232350563,14.38376522064209,14.169608190469184,,0,,,,,0,,,,,0,,,,,124,27.159657682071085,8.650391048339577,124,-434.3421556174201,16.989534896441384,124,-44.6555594489825,4.114032416800949,49,-25.883802601456924,1.630364621539515,49,-13.16260339598484,14.017938280069805,49,-7.072459234077503,2.206689418423508,-14.783802601456925,-0.92260339598484,0.1775407659224965,35.48135450617082,124,273.57807844663563,-5.858702455826238,-0.0199454619484794,-19.945461948479448,475.0944516965931
UPK_515,Sim+2019,,120.9460899228664,0.0281599731445312,-45.44590731721074,0.031665298461914,260.65421537053845,-7.538607862265967,-6.349868477822934,0.0379381561279296,7.339616898826145,0.040102195739746,1.7129143443289423,0.033562442779541,1.0831727294921876,66,5.664654818448153,25.35724258422852,10.556953170613411,17.106060606060606,0,,,,,,,66,23.832617017845934,5.233423624558192,25.35724258422852,10.234625762113682,3.0,5,22.65,0.2920000076293945,24.6299991607666,12.066348180991977,0,,,,,0,,,,,125,-94.14520766032209,12.606109369704583,125,-571.9590081794288,24.56156048046411,125,-76.68245930315355,5.620773970903084,66,-29.821783889520127,1.9317057076071305,66,-18.520365897627425,10.081763265614464,66,-7.448281827038837,1.434189861200968,-18.721783889520125,-6.280365897627425,-0.1982818270388371,39.81070831325058,125,260.6528536052022,-7.535885521065871,9.18390881461058,9183.90881461058,440.1128617932635
Alessi_5,CantatGaudin+2020,Cl Alessi 5,160.66735824395195,0.0361004826129506,-61.05549062632871,0.0352407337464008,287.982245224799,-1.9849874478133915,-15.384549327045152,0.0470691857878694,2.546644483921098,0.043341518677387,2.511252845378701,0.0416020789916572,1.0374234648504617,127,5.622565802626722,10.384661674499512,17.89203948765443,13.133858267716535,2,92.85490417480467,0.0944151083628336,1.2210227648417156,92.85490417480467,98.31410455703738,0.5,128,14.460143954076491,5.514354028658115,10.410001754760742,23.738521260730742,,0,,,,,0,,,,,1,9.179,1.819,9.179,0.0,291,122.89268138130954,4.849531047523721,291,-378.7029865391767,9.45661207253336,291,-13.784860687665637,3.984352975313993,128,-22.08807323659681,7.190117549743169,128,-22.018677668503155,22.579544702341696,128,-10.000514675183496,1.0392544305552602,-10.98807323659681,-9.778677668503155,-2.750514675183496,67.60828566222641,291,287.9787343657325,-1.9829488194969973,6.001208254859801,6001.208254859801,529.846244522059
UPK_449,Sim+2019,,107.71852560925927,0.0322337434781308,-9.46772474917862,0.0340188481160347,223.5637360569691,-0.0372941735696683,-5.508969637335661,0.0403043481687836,2.661789320937101,0.0397729873657226,1.7518156373245433,0.0401760852889509,1.0372497356490584,68,6.597269843606388,38.06800842285156,17.027667783791347,11.911764705882351,0,,,,,,,68,36.66453809597913,6.597270157845581,38.06800651550293,17.027667783791266,,0,,,,,0,,,,,0,,,,,151,-414.1854122246808,15.73866912362519,151,-393.959990718891,16.01409775298004,151,-0.3218952870888636,4.028023418885278,68,-35.7118585414344,12.387722248149368,68,-15.65534306173137,11.68906271753901,68,-9.838168366306352,0.4021959645604845,-24.6118585414344,-3.4153430617313703,-2.588168366306352,56.23413251903491,151,223.56636017023789,-0.0322646329151616,20.188466562069586,20188.466562069585,180.69739615980652
CWNU_1034,He+2022,,113.61633785562807,0.0266292323457433,-25.181810568647453,0.036473477140386,240.07027855295573,-2.5047434403322897,-7.856910749696041,0.0341863327838004,5.847535153539079,0.0476694766511308,2.2043838074827025,0.0483643805727045,1.086989869462683,16,4.348636150360107,30.905271530151367,5.492079838948641,29.1875,1,36.98036193847656,0.6911628842353821,0.0,36.98036193847656,0.0,1.0,16,32.646421128980364,4.0880325417661165,31.060338020324707,5.549224140594886,,0,,,,,0,,,,,0,,,,,47,-226.2202141558461,7.370036723775839,47,-393.1110865093702,13.876441798355629,47,-19.889995639749007,4.257463243742151,16,-32.8130852084938,3.027950394242961,16,-18.19703511577986,4.528121018600159,16,-10.248381177767628,0.6394399149569046,-21.7130852084938,-5.957035115779862,-2.9983811777676284,35.48135450617082,47,240.0812391654377,-2.5110157088477605,16.109038557814834,16109.038557814834,268.0292636946172
CWNU_1037,He+2022,,127.94580643171756,0.0855362995250805,-44.36884947213127,0.096700094841622,262.5289869806,-2.8168613000509017,-7.483325477906741,0.1156733358228528,7.121143265214593,0.1235196783735945,2.129652556583464,0.1056241473636111,3.121255616883974,10,4.294153594970704,18.20489883422852,16.9441188767671,17.0,0,,,,,,,10,21.685177946090697,4.294153451919556,18.204899787902832,16.944118876767057,,0,,,,,0,,,,,0,,,,,37,-61.57445909294534,7.355288990087639,37,-468.5664288276079,39.43730042955605,37,-23.468559994908475,5.925756454820084,10,-25.28446509166414,2.616420710128563,10,-18.455084360476214,17.01129745965283,10,-3.872817357521433,3.633132825275328,-14.18446509166414,-6.215084360476213,3.377182642478567,50.11870135142811,37,262.5136404107788,-2.8429122851059483,7.832843268482334,7832.843268482334,427.87093759944605
CWNU_515,He+2022,,131.80596554282047,0.045239276007602,-63.13715391508197,0.0398567726737574,279.0665277361048,-12.258310994462818,-26.596614411665875,0.0643256965436433,15.421242516914898,0.0505676457756444,4.857965415640903,0.0439587455046804,1.042814154373972,14,3.043674741472517,10.801347732543944,9.378434401781504,22.357142857142858,0,,,,,,,14,7.875929404817896,2.731083192603794,11.492661516447704,9.498350173915432,,0,,,,,6,10.85760811948522,2.140392832652378,11.858500003814695,2.766077971893968,0,,,,,38,31.72347523411514,3.0718218862089026,38,-198.68500945689976,3.780392777492612,38,-43.71586540631423,1.8048296087067568,14,-26.33401010600276,1.5239489515882696,14,-9.578221325507997,9.290474147204122,14,-12.906018328395104,1.9214866322219728,-15.234010106002762,2.661778674492004,-5.656018328395104,31.6227766016838,38,279.07168277901707,-12.258348709580256,-3.71485261235795,-3714.85261235795,356.3139191570878
UPK_479,Sim+2019,,107.7398130290709,0.023465916033714,-27.74589254269653,0.0308526292923958,239.89926164887217,-8.354730719547836,-3.168925875783135,0.0309654128166937,6.30008085583076,0.0392379876106016,1.6506068052007092,0.0373052550900367,1.0542851109658518,31,4.178689279863911,36.62911605834961,10.585429949469356,26.741935483870968,1,26.38524055480957,0.84569251537323,14.41598892211914,26.38524055480957,0.0,11.0,32,35.61269214749336,4.074533272534609,36.36923599243164,10.549709189271876,,0,,,,,0,,,,,0,,,,,62,-301.2204267044417,14.8542774314565,62,-519.6603358848334,24.9816587872868,62,-88.15675955093725,5.052863142802631,32,-35.09669956627492,5.547645502879827,32,-20.29040449632301,8.753415493691593,32,-5.294488476057238,1.7267613650074902,-23.99669956627492,-8.05040449632301,1.9555115239427616,44.66836902389504,62,239.9013314532364,-8.34962539441681,18.513684267738267,18513.684267738263,240.24826166823289
UPK_488,Sim+2019,,120.3863741483381,0.0325817016356769,-31.015544202491387,0.0399802457840047,248.1218964922072,-0.3070487187027261,-8.876589325550894,0.0441445029355625,5.559549876390537,0.0518945551173572,1.999490166280096,0.0493367190029531,1.1744411692899817,68,3.732755324419807,28.41661834716797,9.059322628869676,23.176470588235293,0,,,,,,,68,26.650495758828,3.7327553033828735,28.41661834716797,9.059322628869618,,0,,,,,0,,,,,0,,,,,187,-187.11577318830643,15.100748448134338,187,-466.3580641702935,34.72239093493092,187,-2.6327786782796974,5.386952848092517,68,-30.74878797981961,3.7699441106355103,68,-16.315762316950593,8.470191697235364,68,-10.966174066447712,0.8251157657301988,-19.64878797981961,-4.075762316950593,-3.716174066447712,44.66836902389504,187,248.13797654626543,-0.3001929334627804,11.11863730180104,11118.637301801038,339.711054420814
UPK_600,Sim+2019,,222.3410452919108,0.03036470413208,-66.43276275345733,0.0398229237260489,314.347266411778,-6.213534834108855,-7.408826659730955,0.0339179466510641,-10.733136737141374,0.0515496418393891,2.3881847663420497,0.0522431472252155,1.030835592335668,45,3.368990749782986,-0.8751314878463745,6.57127582349514,25.42222222222222,0,,,,,,,45,-2.6165388813449275,3.368990703423818,-0.8751314878463745,6.571275823495133,,0,,,,,0,,,,,0,,,,,145,291.21682312935,8.723775379333604,145,-297.94018440105896,9.272891749678662,145,-45.35723475919677,2.4133642674549343,45,-18.88564119594177,4.568575298614099,45,-12.952473912137425,4.652486192449078,45,-12.171277625349926,0.8882273395710615,-7.7856411959417695,-0.7124739121374244,-4.921277625349926,39.81070831325058,145,314.34617852458194,-6.213235577819342,-4.370989752307468,-4370.989752307468,631.9275806811905
CWNU_1078,He+2022,,164.84130991877453,0.0321596132384406,-60.77553887021692,0.031680984629525,289.66900484264,-0.8294275579572268,-14.742478533616069,0.0422296590275234,-0.2291587748961826,0.0401240752802954,2.26784260418079,0.03805406888326,1.1751937866210938,16,6.584600925445557,8.360403060913086,10.012665711519078,13.4375,0,,,,,,,16,8.919944383203983,6.584600370377302,8.360402584075928,10.012665711519071,,0,,,,,0,,,,,0,,,,,36,148.48935448045137,4.773869883003925,36,-415.7573045171128,16.56082980399676,36,-6.382877371152516,2.33079492012324,16,-23.286310884871288,3.33359343790159,16,-17.571608445861724,9.372619372422518,16,-13.12867914700135,2.4016717402728727,-12.186310884871288,-5.331608445861724,-5.87867914700135,56.23413251903491,36,289.65438662403085,-0.828322318214895,1.0070573985192568,1007.0573985192568,572.1547444044439
NGC_3228,CantatGaudin+2020,NGC 3228,155.44560856292654,0.0312103388602273,-51.7652352744643,0.0313207015656588,280.7717424872635,4.546223122079391,-14.82378276671814,0.0414259893852367,-0.6300700693620587,0.0385428687982391,2.076392177245387,0.038239742580213,1.03754793133652,56,3.476933343069894,12.744068145751951,11.208397891088657,19.910714285714285,1,13.024779319763184,0.0462375842034816,0.0672365352511406,13.024779319763184,0.0,6.0,56,11.215633041634405,3.3878307498684435,12.885341167449951,11.209802383007036,,0,,,,,0,,,,,0,,,,,114,89.78715005311722,4.994531031246657,114,-471.9588827924302,13.108298119621775,114,38.20384262169964,3.893418882919762,56,-24.741295762859995,2.1327734223523307,56,-17.67218934680984,10.987076850929586,56,-18.60795084000313,1.2081964149552529,-13.641295762859995,-5.432189346809841,-11.357950840003134,30.19951853033241,114,280.7714366331101,4.546658438734738,1.877908070553732,1877.908070553732,567.1392252211748
IC_2391,CantatGaudin+2020,IC 2391,130.41768728371326,0.0366856199583856,-52.99784536389812,0.0391769840706527,270.441429800849,-6.685630804442031,-24.75339726119169,0.0490270416121677,23.296861306152618,0.0500579203955188,6.621215519232309,0.0413274160877072,1.30389059075403,86,3.840674112009448,14.411731719970703,11.635700071893456,15.674418604651162,0,,,,,,,106,13.19485327175626,2.7190026414116484,14.41173219680786,11.706171618487872,2.2222222222222223,39,12.774102626702724,0.8612820551945612,14.760000228881836,12.7241307059938,0,,,,,5,11.042599999999998,2.8266,11.496,1.2109499741938143,221,1.152688921719068,2.189473026374796,221,-150.01594408564236,2.5940394079719096,221,-17.585236706848733,1.7904545153338458,106,-23.88861564593985,0.519787736252215,106,-12.819928496212126,11.637758834557827,106,-5.484025088503208,1.4215791120543655,-12.788615645939853,-0.5799284962121263,1.7659749114967918,28.840317564502847,221,270.4402392758675,-6.68564396421303,0.2727760043045701,272.77600430457017,307.8190889038787
UPK_507,Sim+2019,,118.96205885295414,0.0356176432810331,-43.77505680815314,0.040829344799644,258.4768110458709,-7.894315250697257,-9.467865427597246,0.0478101153122751,8.801309036138923,0.0524826238029881,2.4721888737267754,0.0427120798512508,1.1285810972514905,28,4.15069225856236,25.981943130493164,36.79956379525832,17.0,0,,,,,,,28,19.32639193534851,4.150692160640444,25.981943130493164,36.79956379525826,,0,,,,,0,,,,,0,,,,,76,-80.09328679287623,7.174574838588209,76,-393.3043853167245,18.1576890278037,76,-55.63081798079889,4.114976960566628,28,-27.038406520054394,7.5375941777188835,28,-13.020100625708938,35.653068301480616,28,-9.57030404080962,5.2093305911848935,-15.938406520054397,-0.780100625708938,-2.3203040408096207,50.11870135142811,76,258.4895640398295,-7.890923776178292,4.226059469054114,4226.059469054114,363.5581381472406
